Product,Category,Rating,Review,Platform,Date,Sentiment_score,Issue,RSI
Samsung Buds Live,Accessories,3.0,not great smile world listen certain,Flipkart,2022-05-05,-0.5113,none,0.41452
Samsung Galaxy S22,Smartphone,2.0,excellent work buy life role economic attorney what station,Flipkart,2023-10-05,0.5719,battery,0.485
Samsung Soundbar,Other,2.0,software updates are slow,Amazon,2022-04-28,0.0,performance,0.485
Samsung Galaxy Book 2,Smartphone,5.0,worth it yes first turn fly news develop treatment degree,Flipkart,2022-04-13,0.5574,none,0.06
Samsung Galaxy M53,Smartphone,3.0,not great issue battery draining fast,Amazon,2024-09-03,-0.5096,battery,0.6138400000000002
Samsung Charger 25W,Accessories,3.0,worth it issue overheating issue,Flipkart,2024-10-26,0.2263,heating,0.41
Samsung Galaxy Tab S7 FE,Smartphone,3.0,not great soldier social toward usually material enter memory issue battery draining fast,Flipkart,2024-12-23,-0.5096,battery,0.6138400000000002
Samsung Galaxy S23,Smartphone,4.0,not great together international indeed sell success page traditional,Flipkart,2022-11-19,0.1043,none,0.135
Samsung Galaxy A14,Smartphone,3.0,good,Amazon,2022-04-27,0.4404,none,0.21
Samsung Galaxy S23,Smartphone,1.0,waste of money control tv window issue battery draining fast,Flipkart,2024-11-06,-0.4215,battery,0.7286000000000001
Samsung Buds Live,Accessories,2.0,bad hundred low try well number chair consider issue charging problem,Amazon,2022-06-14,-0.7096,battery,0.76884
Samsung Galaxy A54,Smartphone,5.0,good floor young i contain manager father,Amazon,2023-01-16,0.4404,none,0.06
Samsung Galaxy Tab S7 FE,Smartphone,5.0,not great,Flipkart,2022-05-21,-0.5096,none,0.26384
Samsung Charger 25W,Accessories,4.0,bad base after situation,Flipkart,2022-05-20,-0.5423,general_issue,0.55192
Samsung Charger 25W,Accessories,3.0,worth it who talk morning when understand sometimes issue overheating issue,Flipkart,2023-04-27,0.2263,heating,0.41
Samsung Galaxy A54,Smartphone,5.0,good,Flipkart,2024-04-06,0.4404,none,0.06
Samsung Galaxy Book 3,Smartphone,2.0,waste of money issue overheating issue,Flipkart,2022-09-03,-0.4215,heating,0.6536
Samsung Buds Live,Accessories,1.0,worth it social kind concern night,Flipkart,2023-05-20,0.6486,none,0.36
Samsung Galaxy Book 2,Smartphone,5.0,waste of money performance character cultural respond various end,Flipkart,2022-03-23,-0.4215,general_issue,0.4286
Samsung Galaxy A34,Smartphone,4.0,good name fund who hard song forward,Amazon,2022-06-17,0.3612,none,0.135
Samsung Galaxy A34,Smartphone,5.0,worth it while option weight hour wrong meeting church,Amazon,2024-05-08,-0.296,none,0.1784
Samsung Galaxy Tab A8,Smartphone,3.0,waste of money pattern ability adult small issue slow performance,Flipkart,2024-12-06,-0.128,performance,0.4612
Samsung Galaxy A54,Smartphone,4.0,average,Amazon,2023-10-10,0.0,none,0.135
Samsung Buds Live,Accessories,4.0,not great,Amazon,2023-06-19,-0.5096,none,0.33884
Samsung Galaxy S21 FE,Smartphone,2.0,average issue battery draining fast,Flipkart,2023-02-23,0.0,battery,0.485
Samsung Galaxy M34,Smartphone,3.0,not great when produce language agent yeah no hot issue battery draining fast,Amazon,2023-10-06,-0.5096,battery,0.6138400000000002
Samsung Buds 2,Accessories,4.0,average,Flipkart,2023-05-04,0.0,none,0.135
Samsung Galaxy Tab A8,Smartphone,2.0,good bit president miss risk vote need,Flipkart,2023-06-28,0.0516,none,0.285
Samsung Galaxy A54,Smartphone,4.0,waste of money,Amazon,2024-03-21,-0.4215,general_issue,0.5036
Samsung Galaxy A54,Smartphone,2.0,very userfriendly interface,Amazon,2022-09-26,0.0,software,0.485
Samsung Charger 25W,Accessories,1.0,average issue display flickering,Flipkart,2023-09-07,0.0,display,0.56
Samsung Galaxy Tab A8,Smartphone,3.0,good lose dream stuff radio issue display flickering,Flipkart,2024-07-25,0.296,display,0.41
Samsung Galaxy A54,Smartphone,2.0,excellent green act ago true strategy,Amazon,2023-10-10,0.7579,none,0.285
Samsung Refrigerator,Other,5.0,great value for money,Amazon,2022-05-29,0.7579,none,0.06
Samsung Buds 2,Accessories,3.0,bad guy century follow high issue charging problem,Flipkart,2022-01-20,-0.7351,battery,0.70404
Samsung Charger 25W,Accessories,5.0,average site leave understand democratic generation here can collection,Flipkart,2024-07-27,-0.0516,none,0.08064
Samsung Galaxy S21 FE,Smartphone,4.0,not great,Flipkart,2022-07-24,-0.5096,none,0.33884
Samsung Galaxy Book 3,Smartphone,4.0,worth it spring suddenly direction,Flipkart,2022-05-31,0.2263,none,0.135
Samsung Galaxy Book 3,Smartphone,5.0,bad during year expert day,Amazon,2023-03-13,-0.5423,general_issue,0.47692
Samsung Galaxy M14,Smartphone,4.0,worth it almost affect beautiful many,Flipkart,2024-11-02,0.6728,software,0.335
Samsung Charger 25W,Accessories,4.0,waste of money cost turn just inside here debate,Flipkart,2023-06-28,-0.4215,software,0.5036
Samsung Charger 25W,Accessories,3.0,good low process executive young among mission,Amazon,2022-09-29,0.2023,none,0.21
Samsung Galaxy Tab A8,Smartphone,4.0,not great tend control enjoy anything democratic whole,Flipkart,2023-12-16,-0.0243,none,0.14472
Samsung Galaxy Book 2,Smartphone,5.0,not great card religious wait republican including return into,Flipkart,2022-05-21,-0.5096,none,0.26384
Samsung Galaxy S22,Smartphone,4.0,worth it family week international rate kitchen,Amazon,2023-05-16,0.2263,none,0.135
Samsung Galaxy Tab A8,Smartphone,2.0,not great issue battery draining fast,Amazon,2024-01-27,-0.5096,battery,0.6888400000000001
Samsung Galaxy S21 FE,Smartphone,4.0,waste of money scientist maintain character after agent see trial,Flipkart,2023-08-07,-0.4215,general_issue,0.5036
Samsung Galaxy M34,Smartphone,4.0,waste of money generation western fast wall,Flipkart,2022-11-20,-0.4215,general_issue,0.5036
Samsung Galaxy A14,Smartphone,4.0,worth it,Flipkart,2024-06-16,0.2263,none,0.135
Samsung Galaxy A14,Smartphone,4.0,bad,Amazon,2023-09-12,-0.5423,general_issue,0.55192
Samsung Buds 2,Accessories,3.0,average social big federal personal reality pattern issue charging problem,Amazon,2024-12-19,-0.4019,battery,0.5707600000000002
Samsung Galaxy M34,Smartphone,4.0,worth it,Flipkart,2022-01-17,0.2263,none,0.135
Samsung Charger 25W,Accessories,5.0,good second serve of hand,Amazon,2023-09-06,0.7269,none,0.06
Samsung Galaxy Book 3,Smartphone,4.0,excellent,Flipkart,2022-08-01,0.5719,none,0.135
Samsung Galaxy M34,Smartphone,4.0,waste of money trial commercial when bit stop happen street,Amazon,2022-10-03,-0.6124,software,0.57996
Samsung Galaxy M34,Smartphone,5.0,average,Flipkart,2023-06-26,0.0,none,0.06
Samsung Galaxy S22,Smartphone,2.0,waste of money travel star structure wide issue charging problem,Amazon,2022-08-25,-0.6705,battery,0.7532000000000001
Samsung Buds 2,Accessories,5.0,waste of money we see interest produce official option drop no,Flipkart,2022-08-08,-0.4767,general_issue,0.45068
Samsung Galaxy Tab S7 FE,Smartphone,3.0,waste of money list experience book purpose scene former issue charging problem,Amazon,2022-11-15,-0.6705,battery,0.6782000000000001
Samsung Galaxy M34,Smartphone,4.0,bad,Flipkart,2023-07-12,-0.5423,general_issue,0.55192
Samsung Buds Live,Accessories,5.0,bad,Flipkart,2023-08-01,-0.5423,general_issue,0.47692
Samsung Galaxy M34,Smartphone,4.0,good,Amazon,2023-03-08,0.4404,none,0.135
Samsung Galaxy A14,Smartphone,4.0,worth it,Amazon,2023-12-04,0.2263,none,0.135
Samsung Galaxy S23,Smartphone,3.0,not great professional north face heavy world toward southern customer,Flipkart,2023-02-21,-0.5096,none,0.41384
Samsung Galaxy Tab S7 FE,Smartphone,2.0,not great likely draw south strong message how,Flipkart,2023-06-25,0.0015,none,0.285
Samsung Galaxy A54,Smartphone,5.0,good,Amazon,2024-11-01,0.4404,none,0.06
Samsung Galaxy A34,Smartphone,4.0,good,Amazon,2024-09-27,0.4404,none,0.135
Samsung Galaxy S22,Smartphone,5.0,good space try fine military create space,Amazon,2023-05-30,0.7003,none,0.06
Samsung Buds 2,Accessories,5.0,not great room rock can suggest bank adult,Flipkart,2022-04-15,-0.5096,none,0.26384
Samsung Galaxy S21 FE,Smartphone,4.0,not great off trade money improve buy strong artist,Amazon,2022-07-09,0.4416,none,0.135
Samsung Galaxy M14,Smartphone,1.0,average issue charging problem,Amazon,2024-05-17,-0.4019,battery,0.7207600000000001
Samsung Charger 25W,Accessories,4.0,waste of money share section politics woman practice size result,Amazon,2023-07-21,-0.1531,general_issue,0.39624
Samsung Charger 25W,Accessories,4.0,bad across sea determine ever address level situation upon,Flipkart,2022-04-01,-0.5423,software,0.55192
Samsung Galaxy M14,Smartphone,5.0,bad act eye under eat along,Flipkart,2022-01-08,-0.5423,general_issue,0.47692
Samsung Buds Live,Accessories,4.0,good avoid fine serve effect,Amazon,2023-11-15,0.3612,none,0.135
Samsung Galaxy M34,Smartphone,5.0,good lot majority land,Amazon,2022-09-25,0.4404,none,0.06
Samsung Galaxy S21 FE,Smartphone,2.0,average man many likely beyond issue overheating issue,Amazon,2023-06-21,0.0,heating,0.485
Samsung Galaxy Book 3,Smartphone,4.0,waste of money behavior piece recognize marriage,Flipkart,2022-11-27,-0.4215,general_issue,0.5036
Samsung Galaxy A54,Smartphone,2.0,waste of money issue display flickering,Amazon,2024-06-23,-0.4215,display,0.6536
Samsung Galaxy A34,Smartphone,1.0,not great,Amazon,2024-05-25,-0.5096,none,0.5638400000000001
Samsung Galaxy M34,Smartphone,4.0,excellent message term my,Amazon,2022-01-20,0.5719,none,0.135
Samsung Crystal UHD TV,TV,1.0,good for basic usage,Amazon,2022-08-18,0.4404,none,0.36
Samsung Galaxy M34,Smartphone,1.0,not great popular attack thought whole democratic last,Amazon,2022-06-04,-0.4717,none,0.5486800000000001
Samsung Galaxy M14,Smartphone,3.0,waste of money,Amazon,2022-11-02,-0.4215,general_issue,0.5786
Samsung Galaxy M53,Smartphone,3.0,not great market wrong these outside,Flipkart,2022-03-15,-0.1877,none,0.28508
Samsung Galaxy S23,Smartphone,5.0,worth it argue place determine ok activity none,Flipkart,2024-01-27,0.1779,none,0.06
Samsung Galaxy M53,Smartphone,5.0,average around keep real really,Flipkart,2022-10-31,0.0,none,0.06
Samsung Galaxy A54,Smartphone,2.0,waste of money issue battery draining fast,Amazon,2024-05-30,-0.4215,battery,0.6536
Samsung Galaxy M53,Smartphone,5.0,waste of money,Flipkart,2022-09-19,-0.4215,general_issue,0.4286
Samsung Galaxy Tab S7 FE,Smartphone,1.0,good,Flipkart,2022-03-27,0.4404,none,0.36
Samsung Charger 25W,Accessories,4.0,good shake scientist official during,Flipkart,2023-09-24,0.296,none,0.135
Samsung Galaxy M53,Smartphone,4.0,excellent director star century picture including among his whole,Flipkart,2024-01-17,0.5719,camera,0.335
Samsung Galaxy A34,Smartphone,5.0,bad significant education without,Amazon,2022-03-23,-0.4019,general_issue,0.42076
Samsung Charger 25W,Accessories,4.0,average half country rather soon lead condition,Amazon,2024-01-03,0.0,none,0.135
Samsung Galaxy A54,Smartphone,5.0,bad ready here dog improve program,Flipkart,2023-03-07,0.2263,general_issue,0.26
Samsung Galaxy S23,Smartphone,3.0,bad next boy student i student art issue overheating issue,Amazon,2023-05-27,-0.5423,heating,0.6269200000000001
Samsung Buds 2,Accessories,4.0,waste of money according claim character lot must,Amazon,2022-07-30,-0.4215,general_issue,0.5036
Samsung Galaxy Book 2,Smartphone,5.0,average structure realize once deep person country,Amazon,2023-12-26,0.0,none,0.06
Samsung Galaxy Tab S7 FE,Smartphone,2.0,average much change yard hundred order other choose,Amazon,2024-04-12,0.0,performance,0.485
Samsung Galaxy S23,Smartphone,5.0,excellent director window bank energy structure course very,Flipkart,2022-11-13,0.7003,none,0.06
Samsung Galaxy A14,Smartphone,4.0,average,Amazon,2023-04-30,0.0,none,0.135
Samsung Galaxy S21 FE,Smartphone,5.0,worth it authority case air particular painting ability from,Amazon,2022-11-29,0.5423,none,0.06
Samsung Galaxy Tab S7 FE,Smartphone,2.0,bad issue display flickering,Flipkart,2022-12-29,-0.5423,display,0.7019200000000001
Samsung Galaxy S21 FE,Smartphone,4.0,waste of money,Flipkart,2024-04-24,-0.4215,general_issue,0.5036
Samsung Buds 2,Accessories,4.0,average office its doctor join society,Amazon,2022-02-20,0.296,none,0.135
Samsung Buds Live,Accessories,4.0,bad movement together live involve different,Flipkart,2023-01-03,-0.5423,general_issue,0.55192
Samsung Galaxy S23,Smartphone,3.0,bad issue charging problem,Flipkart,2023-11-12,-0.7351,battery,0.70404
Samsung Galaxy S21 FE,Smartphone,4.0,not great source during town another sometimes alone,Flipkart,2024-04-23,-0.6479,none,0.39416
Samsung Galaxy A14,Smartphone,3.0,waste of money,Amazon,2023-05-24,-0.4215,general_issue,0.5786
Samsung Galaxy S21 FE,Smartphone,3.0,excellent card red success floor contain product media best issue battery draining fast,Amazon,2023-07-01,0.9118,battery,0.41
Samsung Galaxy Tab A8,Smartphone,4.0,worth it they trip voice show there low capital technology,Flipkart,2022-11-23,-0.0516,none,0.15564
Samsung Soundbar,Other,1.0,very userfriendly interface,Flipkart,2022-08-10,0.0,software,0.56
Samsung Galaxy M34,Smartphone,5.0,waste of money onto than interest decision,Flipkart,2024-02-23,0.0516,general_issue,0.26
Samsung Galaxy S22,Smartphone,3.0,worth it,Flipkart,2022-03-21,0.2263,none,0.21
Samsung Galaxy M34,Smartphone,5.0,average summer technology interest company,Amazon,2024-08-21,0.4588,none,0.06
Samsung Galaxy S21 FE,Smartphone,4.0,waste of money magazine value pick run put today police,Amazon,2023-04-01,-0.1027,general_issue,0.37608
Samsung Galaxy Buds2,Smartphone,1.0,speaker quality is amazing,Flipkart,2023-02-13,0.5859,sound,0.56
Samsung Charger 25W,Accessories,5.0,worth it hair brother kid many energy politics stop american,Amazon,2024-07-31,0.2023,none,0.06
Samsung Galaxy M14,Smartphone,4.0,waste of money,Flipkart,2023-12-18,-0.4215,general_issue,0.5036
Samsung Galaxy A34,Smartphone,3.0,not great difference executive figure coach free,Flipkart,2023-09-18,0.0015,none,0.21
Samsung Buds Live,Accessories,5.0,good example since daughter music,Flipkart,2023-04-12,0.4404,none,0.06
Samsung Galaxy Book 2,Smartphone,3.0,worth it issue overheating issue,Flipkart,2023-04-02,0.2263,heating,0.41
Samsung Buds Live,Accessories,1.0,worth it social kind concern night,Flipkart,2022-02-18,0.6486,none,0.36
Samsung Galaxy A54,Smartphone,5.0,not great ability at toward increase,Flipkart,2023-01-31,-0.4508,none,0.24032
Samsung Galaxy S21 FE,Smartphone,1.0,waste of money issue charging problem,Amazon,2024-03-27,-0.6705,battery,0.8282
Samsung Galaxy A14,Smartphone,3.0,excellent issue slow performance,Amazon,2023-11-04,0.5719,performance,0.41
Samsung Buds 2,Accessories,3.0,bad approach how collection lot student issue slow performance,Amazon,2023-07-25,-0.5423,performance,0.6269200000000001
Samsung Galaxy M34,Smartphone,4.0,average participant standard investment market question boy wife seem,Flipkart,2022-05-23,0.0,none,0.135
Samsung Galaxy Tab A8,Smartphone,5.0,good international book most movement practice employee key,Flipkart,2023-07-26,0.4404,software,0.26
Samsung Galaxy S21 FE,Smartphone,5.0,not great by open wait record begin,Amazon,2023-12-21,-0.5096,none,0.26384
Samsung Buds Live,Accessories,5.0,excellent economy perhaps statement wish our through,Amazon,2024-11-09,0.7506,none,0.06
Samsung Galaxy Book 2,Smartphone,3.0,waste of money much benefit matter where effect center two issue charging problem,Flipkart,2024-03-29,-0.34,battery,0.546
Samsung Buds Live,Accessories,2.0,worth it his hit suffer state benefit,Flipkart,2023-11-10,0.1027,none,0.285
Samsung Galaxy A34,Smartphone,4.0,excellent interview itself meet according hot,Flipkart,2022-02-26,0.5719,heating,0.335
Samsung Galaxy Book 3,Smartphone,5.0,not great rise mission change human,Flipkart,2022-08-25,-0.5096,performance,0.46384
Samsung Galaxy Tab S7 FE,Smartphone,3.0,excellent many such remain difference issue display flickering,Amazon,2023-06-19,0.5719,display,0.41
Samsung Buds Live,Accessories,4.0,good choice develop us hospital body fish,Flipkart,2023-01-01,0.4404,software,0.335
Samsung Galaxy A54,Smartphone,5.0,not great expert company heart some,Amazon,2023-06-28,-0.5096,none,0.26384
Samsung Galaxy S21 FE,Smartphone,5.0,excellent miss until cut against tend relate,Amazon,2022-03-20,0.25,none,0.06
Samsung Galaxy A34,Smartphone,5.0,waste of money morning our only plan,Amazon,2022-08-11,-0.4215,general_issue,0.4286
Samsung QLED TV,TV,4.0,battery life could be better,Flipkart,2024-06-08,0.4404,battery,0.335
Samsung Galaxy M14,Smartphone,3.0,waste of money get hospital almost total decision choose until,Flipkart,2023-12-09,-0.4215,software,0.5786
Samsung Galaxy M14,Smartphone,1.0,worth it,Flipkart,2023-10-05,0.2263,none,0.36
Samsung Galaxy A14,Smartphone,3.0,good dinner hospital summer office green issue charging problem,Flipkart,2024-06-12,0.0516,battery,0.41
Samsung Charger 25W,Accessories,4.0,excellent statement young for start doctor agreement,Amazon,2024-11-13,0.7845,none,0.135
Samsung Buds 2,Accessories,4.0,good leave able new yes bring maintain,Flipkart,2022-08-25,0.6597,none,0.135
Samsung Galaxy M53,Smartphone,2.0,good necessary beat later green left nature bit,Amazon,2024-02-28,0.4404,none,0.285
Samsung Galaxy Tab A8,Smartphone,3.0,waste of money factor understand maybe his issue charging problem,Flipkart,2023-01-25,-0.6705,battery,0.6782000000000001
Samsung Galaxy Book 3,Smartphone,3.0,good response education or officer investment next join,Amazon,2023-06-06,0.6249,none,0.21
Samsung Galaxy A34,Smartphone,4.0,worth it tough set quality southern store,Flipkart,2022-04-01,0.1027,none,0.135
Samsung Galaxy A14,Smartphone,5.0,bad fish she base much easy what,Amazon,2024-06-12,-0.1531,general_issue,0.32124
Samsung Galaxy Book 3,Smartphone,5.0,bad use case discussion analysis say toward,Amazon,2022-01-04,-0.5423,general_issue,0.47692
